RECORDING_SESSION_LABEL,sentence,word_complex,preview,condition,CURRENT_FIX_INDEX,CURRENT_FIX_INTEREST_AREA_ID,CURRENT_FIX_INTEREST_AREA_RUN_ID,CURRENT_FIX_X,,
05wyh,84,HC,TP,HC_TP,1,1,1,122.6,,0
05wyh,84,HC,TP,HC_TP,2,1,1,235.2,,1
05wyh,84,HC,TP,HC_TP,3,2,1,289.7,,0
05wyh,84,HC,TP,HC_TP,4,2,1,303.4,,0
05wyh,84,HC,TP,HC_TP,5,2,1,275.2,,1
05wyh,84,HC,TP,HC_TP,6,3,1,330.4,,1
05wyh,84,HC,TP,HC_TP,7,5,1,381.8,,0
05wyh,84,HC,TP,HC_TP,8,5,1,520.3,,0
05wyh,84,HC,TP,HC_TP,9,5,1,574,,0
05wyh,84,HC,TP,HC_TP,10,5,1,484.2,,0
05wyh,84,HC,TP,HC_TP,11,5,1,583.5,,0
05wyh,84,HC,TP,HC_TP,12,5,1,670.9,,0
05wyh,84,HC,TP,HC_TP,13,5,1,695.3,,1
05wyh,84,HC,TP,HC_TP,14,1,2,207.6,,0
05wyh,99,HC,JL,HC_JL,1,1,1,116.7,,0
05wyh,99,HC,JL,HC_JL,2,1,1,183.4,,0
05wyh,99,HC,JL,HC_JL,3,1,1,262.8,,1
05wyh,99,HC,JL,HC_JL,4,4,1,344.8,,1
05wyh,99,HC,JL,HC_JL,5,3,1,310.4,,1
05wyh,99,HC,JL,HC_JL,6,4,2,359.2,,1
05wyh,99,HC,JL,HC_JL,7,5,1,444.5,,0
05wyh,99,HC,JL,HC_JL,8,5,1,487.6,,0
05wyh,99,HC,JL,HC_JL,9,5,1,547.8,,0
05wyh,99,HC,JL,HC_JL,10,5,1,610,,0
05wyh,99,HC,JL,HC_JL,11,5,1,539.9,,0
05wyh,99,HC,JL,HC_JL,12,5,1,625.8,,0
05wyh,99,HC,JL,HC_JL,13,5,1,705.7,,1
05wyh,99,HC,JL,HC_JL,14,1,2,207.9,,1
05wyh,99,HC,JL,HC_JL,15,2,1,296.8,,1
05wyh,66,HC,ID,HC_ID,1,1,1,102.9,,0
05wyh,66,HC,ID,HC_ID,2,1,1,197.4,,1
05wyh,66,HC,ID,HC_ID,3,2,1,262.3,,1
05wyh,66,HC,ID,HC_ID,4,4,1,337.2,,1
05wyh,66,HC,ID,HC_ID,5,5,1,414.1,,0
05wyh,66,HC,ID,HC_ID,6,5,1,513.2,,0
05wyh,66,HC,ID,HC_ID,7,5,1,620,,0
05wyh,66,HC,ID,HC_ID,8,5,1,690.9,,1
05wyh,25,LC,TP,LC_TP,1,1,1,119.2,,0
05wyh,25,LC,TP,LC_TP,2,1,1,215,,0
05wyh,25,LC,TP,LC_TP,3,1,1,178.2,,0
05wyh,25,LC,TP,LC_TP,4,1,1,268,,1
05wyh,25,LC,TP,LC_TP,5,4,1,343.4,,1
05wyh,25,LC,TP,LC_TP,6,5,1,421.2,,0
05wyh,25,LC,TP,LC_TP,7,5,1,461.5,,0
05wyh,25,LC,TP,LC_TP,8,5,1,598,,0
05wyh,25,LC,TP,LC_TP,9,5,1,644,,1
05wyh,25,LC,TP,LC_TP,10,3,1,316.5,,1
05wyh,25,LC,TP,LC_TP,11,1,2,231.6,,0
05wyh,11,LC,ID,LC_ID,1,1,1,123.4,,0
05wyh,11,LC,ID,LC_ID,2,1,1,214.6,,0
05wyh,11,LC,ID,LC_ID,3,1,1,294.6,,0
05wyh,11,LC,ID,LC_ID,4,1,1,384.1,,0
05wyh,11,LC,ID,LC_ID,5,1,1,482.4,,1
05wyh,11,LC,ID,LC_ID,6,3,1,550.5,,1
05wyh,11,LC,ID,LC_ID,7,1,2,376.7,,0
05wyh,11,LC,ID,LC_ID,8,1,2,448.4,,1
05wyh,11,LC,ID,LC_ID,9,3,2,574.2,,1
05wyh,11,LC,ID,LC_ID,10,5,1,699.7,,0
05wyh,11,LC,ID,LC_ID,11,5,1,751.7,,1
05wyh,33,LC,JL,LC_JL,1,1,1,128.2,,0
05wyh,33,LC,JL,LC_JL,2,1,1,224,,0
05wyh,33,LC,JL,LC_JL,3,1,1,317.9,,1
05wyh,33,LC,JL,LC_JL,4,3,1,379.8,,1
05wyh,33,LC,JL,LC_JL,5,5,1,479.7,,1
05wyh,33,LC,JL,LC_JL,6,3,2,391.2,,1
05wyh,33,LC,JL,LC_JL,7,5,2,463.6,,0
05wyh,33,LC,JL,LC_JL,8,5,2,516.3,,0
05wyh,33,LC,JL,LC_JL,9,5,2,569.7,,0
05wyh,33,LC,JL,LC_JL,10,5,2,632.3,,1
05wyh,33,LC,JL,LC_JL,11,1,2,229.3,,0
06wh,3,LC,ID,LC_ID,1,1,1,118.6,,0
06wh,3,LC,ID,LC_ID,2,1,1,208.8,,0
06wh,3,LC,ID,LC_ID,3,1,1,311.3,,0
06wh,3,LC,ID,LC_ID,4,1,1,413.5,,1
06wh,3,LC,ID,LC_ID,5,2,1,456.3,,1
06wh,124,HC,JH,HC_JH,1,1,1,124.9,,0
06wh,124,HC,JH,HC_JH,2,1,1,205.2,,1
06wh,124,HC,JH,HC_JH,3,2,1,298.4,,1
06wh,124,HC,JH,HC_JH,4,5,1,493,,0
06wh,124,HC,JH,HC_JH,5,5,1,545.4,,0
06wh,124,HC,JH,HC_JH,6,5,1,681.4,,1
06wh,116,HC,JH,HC_JH,1,1,1,268.1,,0
06wh,116,HC,JH,HC_JH,2,1,1,290.2,,0
06wh,116,HC,JH,HC_JH,3,1,1,335.7,,1
06wh,116,HC,JH,HC_JH,4,4,1,477.4,,1
06wh,116,HC,JH,HC_JH,5,5,1,605.3,,0
06wh,116,HC,JH,HC_JH,6,5,1,663.7,,1
06wh,55,LC,JH,LC_JH,1,1,1,133,,0
06wh,55,LC,JH,LC_JH,2,1,1,181.8,,1
06wh,55,LC,JH,LC_JH,3,3,1,372.3,,1
06wh,58,LC,JH,LC_JH,1,1,1,200.2,,0
06wh,58,LC,JH,LC_JH,2,1,1,268.3,,1
06wh,58,LC,JH,LC_JH,3,5,1,470,,1
06wh,58,LC,JH,LC_JH,4,3,1,389.9,,1
06wh,58,LC,JH,LC_JH,5,5,2,575.4,,0
06wh,58,LC,JH,LC_JH,6,5,2,478.5,,1
06wh,13,LC,ID,LC_ID,1,1,1,127.2,,0
06wh,13,LC,ID,LC_ID,2,1,1,223.8,,1
06wh,13,LC,ID,LC_ID,3,2,1,397.9,,1
06wh,13,LC,ID,LC_ID,4,5,1,506.4,,0
06wh,13,LC,ID,LC_ID,5,5,1,605.5,,0
06wh,13,LC,ID,LC_ID,6,5,1,636.4,,1
06wh,10,LC,ID,LC_ID,1,1,1,120.9,,0
06wh,10,LC,ID,LC_ID,2,1,1,254.4,,0
06wh,10,LC,ID,LC_ID,3,1,1,402.4,,1
06wh,10,LC,ID,LC_ID,4,5,1,570.4,,1
06wh,10,LC,ID,LC_ID,5,2,1,440.6,,1
06wh,91,HC,TP,HC_TP,1,1,1,150.5,,0
06wh,91,HC,TP,HC_TP,2,1,1,402.5,,0
06wh,91,HC,TP,HC_TP,3,1,1,315.3,,1
06wh,91,HC,TP,HC_TP,4,4,1,553.9,,1
06wh,76,HC,ID,HC_ID,1,1,1,127.7,,0
06wh,76,HC,ID,HC_ID,2,1,1,238.7,,1
06wh,76,HC,ID,HC_ID,3,3,1,309.4,,1
06wh,76,HC,ID,HC_ID,4,5,1,445.1,,0
06wh,76,HC,ID,HC_ID,5,5,1,473.8,,0
06wh,76,HC,ID,HC_ID,6,5,1,581.7,,1
06wh,7,LC,ID,LC_ID,1,1,1,134.4,,0
06wh,7,LC,ID,LC_ID,2,1,1,190,,0
06wh,7,LC,ID,LC_ID,3,1,1,301.5,,1
06wh,7,LC,ID,LC_ID,4,5,1,570.4,,0
06wh,7,LC,ID,LC_ID,5,5,1,626.5,,1
06wh,7,LC,ID,LC_ID,6,3,1,476.7,,1
06wh,105,HC,JL,HC_JL,1,1,1,127.5,,0
06wh,105,HC,JL,HC_JL,2,1,1,224.1,,1
06wh,105,HC,JL,HC_JL,3,5,1,360.3,,0
06wh,105,HC,JL,HC_JL,4,5,1,410.6,,0
06wh,105,HC,JL,HC_JL,5,5,1,580.6,,1
06wh,19,LC,TP,LC_TP,1,1,1,128.2,,0
06wh,19,LC,TP,LC_TP,2,1,1,163.4,,0
06wh,19,LC,TP,LC_TP,3,1,1,214.8,,0
06wh,19,LC,TP,LC_TP,4,1,1,290.7,,0
06wh,19,LC,TP,LC_TP,5,1,1,335.9,,0
06wh,19,LC,TP,LC_TP,6,1,1,468.7,,1
06wh,19,LC,TP,LC_TP,7,2,1,506.6,,1
06wh,19,LC,TP,LC_TP,8,4,1,572.7,,1
06wh,19,LC,TP,LC_TP,9,1,2,317.5,,0
06wh,106,HC,JL,HC_JL,1,1,1,121.1,,0
06wh,106,HC,JL,HC_JL,2,1,1,219.3,,1
06wh,106,HC,JL,HC_JL,3,3,1,354.3,,1
06wh,106,HC,JL,HC_JL,4,5,1,483.9,,0
06wh,106,HC,JL,HC_JL,5,5,1,579.6,,0
06wh,106,HC,JL,HC_JL,6,5,1,616.9,,1
06wh,61,LC,JH,LC_JH,1,1,1,123.4,,0
06wh,61,LC,JH,LC_JH,2,1,1,204.5,,0
06wh,61,LC,JH,LC_JH,3,1,1,384.2,,1
06wh,61,LC,JH,LC_JH,4,3,1,460.2,,1
06wh,61,LC,JH,LC_JH,5,5,1,626,,1
06wh,16,LC,ID,LC_ID,1,1,1,122.3,,0
06wh,16,LC,ID,LC_ID,2,1,1,259.8,,1
06wh,16,LC,ID,LC_ID,3,5,1,384.4,,0
06wh,16,LC,ID,LC_ID,4,5,1,508.3,,0
06wh,16,LC,ID,LC_ID,5,5,1,608.7,,1
06wh,81,HC,TP,HC_TP,1,1,1,129.6,,0
06wh,81,HC,TP,HC_TP,2,1,1,241.3,,1
06wh,81,HC,TP,HC_TP,3,3,1,408.2,,1
06wh,81,HC,TP,HC_TP,4,5,1,492.9,,0
06wh,81,HC,TP,HC_TP,5,5,1,606.8,,1
06wh,70,HC,ID,HC_ID,1,1,1,120.4,,0
06wh,70,HC,ID,HC_ID,2,1,1,239.2,,1
06wh,70,HC,ID,HC_ID,3,3,1,329.5,,1
06wh,70,HC,ID,HC_ID,4,5,1,405.9,,0
06wh,70,HC,ID,HC_ID,5,5,1,448.7,,0
06wh,70,HC,ID,HC_ID,6,5,1,571.1,,1
06wh,70,HC,ID,HC_ID,7,3,2,332.6,,1
06wh,123,HC,JH,HC_JH,1,1,1,121.8,,0
06wh,123,HC,JH,HC_JH,2,1,1,203.1,,0
06wh,123,HC,JH,HC_JH,3,1,1,371.9,,1
06wh,123,HC,JH,HC_JH,4,2,1,460.2,,1
06wh,123,HC,JH,HC_JH,5,3,1,502.7,,1
06wh,117,HC,JH,HC_JH,1,1,1,130.8,,0
06wh,117,HC,JH,HC_JH,2,1,1,282.1,,0
06wh,117,HC,JH,HC_JH,3,1,1,354,,1
06wh,117,HC,JH,HC_JH,4,3,1,486,,1
06wh,121,HC,JH,HC_JH,1,1,1,150.35,,0
06wh,121,HC,JH,HC_JH,2,1,1,274.2,,0
06wh,121,HC,JH,HC_JH,3,1,1,348.5,,1
06wh,121,HC,JH,HC_JH,4,3,1,469.4,,1
06wh,121,HC,JH,HC_JH,5,5,1,610.6,,1
06wh,79,HC,ID,HC_ID,1,1,1,124.4,,1
06wh,79,HC,ID,HC_ID,2,2,1,265.6,,1
06wh,79,HC,ID,HC_ID,3,4,1,322.7,,1
06wh,79,HC,ID,HC_ID,4,5,1,396,,0
06wh,79,HC,ID,HC_ID,5,5,1,572.7,,1
06wh,40,LC,JL,LC_JL,1,1,1,112,,0
06wh,40,LC,JL,LC_JL,2,1,1,180.7,,0
06wh,40,LC,JL,LC_JL,3,1,1,364.5,,1
06wh,40,LC,JL,LC_JL,4,2,1,438.8,,1
06wh,83,HC,TP,HC_TP,1,1,1,189,,0
06wh,83,HC,TP,HC_TP,2,1,1,324.2,,0
06wh,83,HC,TP,HC_TP,3,1,1,350.4,,0
06wh,83,HC,TP,HC_TP,4,1,1,245.7,,0
06wh,83,HC,TP,HC_TP,5,1,1,466.7,,1
06wh,83,HC,TP,HC_TP,6,3,1,523.2,,1
06wh,83,HC,TP,HC_TP,7,4,1,563,,1
06wh,83,HC,TP,HC_TP,8,5,1,627.5,,1
06wh,89,HC,TP,HC_TP,1,1,1,122.2,,0
06wh,89,HC,TP,HC_TP,2,1,1,190.3,,0
06wh,89,HC,TP,HC_TP,3,1,1,279.4,,1
06wh,89,HC,TP,HC_TP,4,3,1,446.9,,0
06wh,89,HC,TP,HC_TP,5,3,1,464,,1
06wh,89,HC,TP,HC_TP,6,5,1,536.8,,1
06wh,92,HC,TP,HC_TP,1,1,1,122,,0
06wh,92,HC,TP,HC_TP,2,1,1,198.1,,1
06wh,92,HC,TP,HC_TP,3,3,1,370.7,,1
06wh,92,HC,TP,HC_TP,4,5,1,447,,0
06wh,92,HC,TP,HC_TP,5,5,1,547.1,,0
06wh,92,HC,TP,HC_TP,6,5,1,659.3,,1
06wh,36,LC,JL,LC_JL,1,1,1,120.7,,0
06wh,36,LC,JL,LC_JL,2,1,1,199.5,,0
06wh,36,LC,JL,LC_JL,3,1,1,343.4,,1
06wh,36,LC,JL,LC_JL,4,3,1,453.1,,1
06wh,36,LC,JL,LC_JL,5,1,2,381,,1
06wh,36,LC,JL,LC_JL,6,4,1,478.9,,1
06wh,36,LC,JL,LC_JL,7,5,1,529.4,,0
06wh,36,LC,JL,LC_JL,8,5,1,579.9,,1
06wh,26,LC,TP,LC_TP,1,1,1,230.4,,0
06wh,26,LC,TP,LC_TP,2,1,1,279.3,,1
06wh,26,LC,TP,LC_TP,3,3,1,430.5,,1
06wh,26,LC,TP,LC_TP,4,4,1,459.6,,1
06wh,26,LC,TP,LC_TP,5,5,1,576,,0
06wh,26,LC,TP,LC_TP,6,5,1,646.4,,1
06wh,119,HC,JH,HC_JH,1,1,1,119.8,,0
06wh,119,HC,JH,HC_JH,2,1,1,194.4,,1
06wh,119,HC,JH,HC_JH,3,2,1,348.9,,1
06wh,119,HC,JH,HC_JH,4,4,1,410.5,,1
06wh,119,HC,JH,HC_JH,5,5,1,476,,0
06wh,119,HC,JH,HC_JH,6,5,1,620.7,,1
06wh,44,LC,JL,LC_JL,1,1,1,122.5,,0
06wh,44,LC,JL,LC_JL,2,1,1,201.3,,0
06wh,44,LC,JL,LC_JL,3,1,1,319.9,,1
06wh,44,LC,JL,LC_JL,4,2,1,440.4,,1
06wh,44,LC,JL,LC_JL,5,4,1,488.2,,1
06wh,44,LC,JL,LC_JL,6,5,1,613.6,,0
06wh,44,LC,JL,LC_JL,7,5,1,599.2,,1
06wh,125,HC,JH,HC_JH,1,1,1,112.9,,0
06wh,125,HC,JH,HC_JH,2,1,1,172.6,,1
06wh,125,HC,JH,HC_JH,3,2,1,328.5,,1
